time,Temp1,Temp2,Temp3,dates
1545600,18.73809582612567,19.81571402701157,20.287926539704767,2022-05-09 11:30:00
1546200,18.759950759666847,19.785782888845,20.2567563567342,2022-05-09 11:40:00
1546800,18.78668059736045,19.75826724740438,20.226265286547875,2022-05-09 11:50:00
1547400,18.818211431813207,19.733202770271127,20.196500378757527,2022-05-09 12:00:00
1548000,18.854460240614195,19.71062044883544,20.167507270388576,2022-05-09 12:10:00
1548600,18.895335045187178,19.69054653995541,20.139330099587287,2022-05-09 12:20:00
1549200,18.940735086686907,19.673002516618613,20.112011422175662,2022-05-09 12:30:00
1549800,18.990551018604275,19.658005027705983,20.08559213121069,2022-05-09 12:40:00
1550400,19.04466511571609,19.645565866927534,20.06011137970422,2022-05-09 12:50:00
1551000,19.10295149898008,19.63569195099364,20.035606506646968,2022-05-09 13:00:00
1551600,19.16527637594787,19.62838530706348,20.012112966480807,2022-05-09 13:10:00
1552200,19.23149829623897,19.623643069466517,19.989664262080293,2022-05-09 13:20:00
1552800,19.30146842158787,19.62145748585412,19.968291881733673,2022-05-09 13:30:00
1553400,19.375030809962094,19.621815932423047,19.94802523951101,2022-05-09 13:40:00
1554000,19.452022713188725,19.62470093859057,19.928891619848915,2022-05-09 13:50:00
1554600,19.53227488754157,19.63009022083462,19.91091612614881,2022-05-09 14:00:00
1555200,19.615611916691886,19.637956725683605,19.89412163350048,2022-05-09 14:10:00
1555800,19.70185254641005,19.648268681782863,19.8785287456404,2022-05-09 14:20:00
1556400,19.790810030380086,19.66098966093688,19.864155756227504,2022-05-09 14:30:00
1557000,19.882292486468007,19.676078648012684,19.85101861451055,2022-05-09 14:40:00
1557600,19.976103262770067,19.69349011957028,19.839130895452865,2022-05-09 14:50:00
1558200,20.072041312741217,19.713174131070687,19.828503774369867,2022-05-09 15:00:00
1558800,20.16990157869141,19.735076412496824,19.819146006129884,2022-05-09 15:10:00
1559400,20.269475382920263,19.759138472205215,19.811063908955536,2022-05-09 15:20:00
1560000,20.370550825745923,19.78529770881108,19.804261352859196,2022-05-09 15:30:00
1560600,20.472913189671097,19.81348753089388,19.79873975273216,2022-05-09 15:40:00
1561200,20.576345348917155,19.84363748429768,19.7944980661036,2022-05-09 15:50:00
1561800,20.680628183546816,19.8756733867824,19.791532795571424,2022-05-09 16:00:00
1562400,20.78554099738881,19.90951746977104,19.78983799590144,2022-05-09 16:10:00
1563000,20.89086193896852,19.945088526923485,19.7894052857828,2022-05-09 16:20:00
1563600,20.996368424643286,19.982302069255923,19.79022386421508,2022-05-09 16:30:00
1564200,21.10183756313933,20.02107048650728,19.79228053149848,2022-05-09 16:40:00
1564800,21.207046580679847,20.06130321445152,19.795559714786165,2022-05-09 16:50:00
1565400,21.311773245898607,20.102906907832207,19.80004349815049,2022-05-09 17:00:00
1566000,21.415796293728462,20.145785618616607,19.805711657176943,2022-05-09 17:10:00
1566600,21.51889584745741,20.189840979103415,19.8125416976616,2022-05-09 17:20:00
1567200,21.620853838153334,20.23497238983232,19.820508899055916,2022-05-09 17:30:00
1567800,21.721454420655466,20.281077211582204,19.829586361893593,2022-05-09 17:40:00
1568400,21.82048438534172,20.328050961310364,19.839745059382935,2022-05-09 17:50:00
1569000,21.917733564890447,20.37578751160788,19.850953893069843,2022-05-09 18:00:00
1569600,22.012995235262498,20.424179293292003,19.86317975244584,2022-05-09 18:10:00
